vaalipiiri,id,sukunimi,etunimi,nimi,puolue,ikä,sukupuoli,Toimin tällä hetkellä kansanedustajana.,valittu,sitoutumaton,kotikunta,ehdokasnumero,Mitä asioita haluat edistää tai ajaa tulevalla vaalikaudella,Vaalilupaus 1,Vaalilupaus 2,Vaalilupaus 3,Äidinkieli,Kotisivun osoite:,Facebook-profiilin osoite:,Twitter-profiilin osoite:,Lapsia,Perheeseeni kuuluu:,Vapaa-ajalla sydäntäni lähinnä on,Työnantaja,Ammattiasema,Ammatti,Koulutus,Kielitaito,Uskonnollinen yhteisö,Poliittisen puolueen jäsen,Poliittinen kokemus,Käytän vaaleihin rahaa,Ulkopuolisen rahoituksen osuus,Tärkein ulkopuolinen rahoituslähde,Vuositulot,Sijoitusten arvo (esim. osakkeet - rahastot),127|Suomessa on liian helppo elää sosiaaliturvan varassa,128|Kaupan ja muiden liikkeiden aukioloajat on vapautettava.,129|Suomessa on siirryttävä perustuloon joka korvaisi nykyisen sosiaaliturvan vähimmäistason.,130|Työntekijälle on turvattava lailla minimityöaika.,131|Ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää.,132|Euron ulkopuolella Suomi pärjäisi paremmin.,133|Ruoan verotusta on varaa kiristää.,134|Valtion ja kuntien taloutta on tasapainotettava ensisijaisesti leikkaamalla menoja.,135|Lapsilisiä on korotettava ja laitettava verolle.,136|Suomella ei ole varaa nykyisen laajuisiin sosiaali- ja terveyspalveluihin.,137|Nato-jäsenyys vahvistaisi Suomen turvallisuuspoliittista asemaa.,138|Suomeen tarvitaan enemmän poliiseja.,139|Maahanmuuttoa Suomeen on rajoitettava terrorismin uhan vuoksi.,140|Venäjän etupiiripolitiikka on uhka Suomelle.,141|Verkkovalvonnassa valtion turvallisuus on tärkeämpää kuin kansalaisten yksityisyyden suoja.,142|Suomen on osallistuttava Isisin vastaiseen taisteluun kouluttamalla Irakin hallituksen joukkoja.,143|Parantumattomasti sairaalla on oltava oikeus avustettuun kuolemaan.,144|Terveys- ja sosiaalipalvelut on tuotettava ensijaisesti julkisina palveluina.,145|Viranomaisten pitää puuttua lapsiperheiden ongelmiin nykyistä herkemmin.,146|Vanhuksen ja hänen omaistensa vastuuta hoitokustannuksista on lisättävä.,147|Kansalaisten oikeus terveyspalveluihin on tärkeämpää kuin kuntien itsehallinto.,148|Ilmastonmuutoksen hillitseminen pitää asettaa teollisuuden kilpailukyvyn edelle.,149|Geenimuunneltu ruoka on turvallista ihmiselle ja ympäristölle.,150|Suomen pitää ottaa suurempi vastuu EU:n alueelle tulevista turvapaikanhakijoista.,"151|On aika luopua ajatuksesta, että koko Suomi on pidettävä asuttuna.",152|Peruskoulun opetusryhmien koko on rajattava lailla esimerkiksi 20 oppilaaseen.,201|Suomen Nato-jäsenyydestä on järjestettävä kansanäänestys.,244|Hyväksytään periaatepäätös uuden ydinvoimalaitosyksikön rakentamisesta.,245|Tuloveroa alennetaan tasaisesti kaikissa tuloluokissa talouden elvyttämiseksi.,246|Edellisen eduskunnan hyväksymä lainmuutos samaa sukupuolta olevien avioliiton sallimisesta peruutetaan.,247|Mietojen viinien ja vahvojen oluiden myynti ruokakaupassa sallitaan.,248|Ruotsin kielen opiskelu muutetaan vapaaehtoiseksi.
02 Uudenmaan vaalipiiri,5067,Hagman,Marita,Hagman Marita,Itsenäisyyspuolue,57,F,0,0,1,Tuusula,349,"Nuorison työllistäminen, työpaikkojen töiden kohtuullistaminen; jakaminen. Tehtävä mahdolliseksi työllistää ihmisiä. Autettava ihmisiä ottamaan vastuu työllistymisestään. Vähennettävä työnantajien velvollisuuksia ja tuettava heitä työllistämisessä.  Pienviljelyn ja pientilojen mahdollistaminen; eläimille ja ihmisille hyvät oltavat.  Energiatalouden järkeistäminen, ei ydinenergialle ja luonnon pilaamiselle.  IPU: ja Kristallipuolueen pääteemat: Suorat kansanäänestykset, ei kaikille sotilasliittoutumille ja Rauhaa kaikille, Pois EU:sta, oma valta takaisin suomalaisille. Pärjäämme omillamme. Terveyden edistäminen, kauaksikantoista terveydenhoitopolitiikkaan. Kauaskatsoista ennaltaehkäisevää politiikkaa kaikille elämänalueille.",Lupaan tehdä eduskunnassa työtä sydämen ääntä kuunnellen ja Suomen ja suomalaisten parhaaksi kaikissa tehtävissäni.,"Lupaan nostaa esiin Suomelle ja suomalaisille tärkeitä asioita ja tehdä kaikkeni ihmisten, eläinten ja luonnon puolesta.",Lupaan olla rehellinen ja tavoitella kansan etua jokaisessa eteeni tulevassa asiassa omaa etua tavoittelematta.,suomi ,http://www.kristallipuolue.fi,https://www.facebook.com/marita.hagman/allactivity?privacy_source=activity_log&log_filter=cluster_11,,kyllä ,"neljä aikuista tytärtä, kaksi lastenlasta",liikunta ,julkinen ,asiantuntijatehtävä ,toiminnanjohtaja,ammattitutkinto ,suomi ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,ei,ei mitään näistä,alle 1 000 euroa ,0 %,ei ulkopuolista vaalirahoitusta,30 000-50 000 euroa ,ei sijoituksia ,2 - jokseenkin samaa mieltä,ohita kysymys,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,Kyllä,Ei,Kyllä,Ei,Kyllä,Kyllä
09 Savo-Karjalan vaalipiiri,4396,Hahtala,Mia,Hahtala Mia,Suomen Sosialidemokraattinen Puolue,42,F,0,0,0,Leppävirta,38,"Olennaisimpina kysymyksinä pidän pienituloisten ja muutoin heikommassa asemassa olevien ihmisten toimeentulon ja peruspalveluiden turvaamista,, nuorisotakuun toteuttamista, omaishoitajien aseman parantamista, palkka-tasa-arvoa ja Itä-Suomen kehityksen varmistamista monin keinoin.","Lupaan edistää heikoimmassa asemassa olevien ihmisten toimeentulon, peruspalveluiden ja arvokkaan elämän toteuttamista.",Lupaan taistella oikeudenmukaisuuden ja tasa-arvon puolesta.,"Lupaan omalta osaltani olla mukana kehittämässä Itä-Suomen elinvoimaisuutta, infraa, koulutusta, peruspalveluita jne.",suomi ,http://www.miahahtala.fi,http://www.facebook.com/miahahtalaeduskuntaan2015,https://twitter.com/@miahahtala,kyllä ,Aviomies ja neljä poikaa.,musiikki ,julkinen ,korkeakoulututkintoa vaativa tehtävä ,Hoitotyön lehtori,korkeakoulututkinto ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,20 000-50 000 euroa ,21-50% ,kansalaisjärjestöjen tuki ,30 000-50 000 euroa ,0-10 000 euroa ,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,ohita kysymys,1 - täysin samaa mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
04 Satakunnan vaalipiiri,6162,Hakala,Olli-Pekka,Hakala Olli-Pekka,Muutos 2011,50,M,0,0,1,Pori,3,"Aitoa totuutta, moraalia ja oikeudenmukaisuutta.",Olen rehellisin,"Teen parhaani Suomen lintukodon todelliseksi, aidoksi parhaaksi aidoilla arvoilla, myös vanhukset, heikko-osaiset ja lapsiperheet huomioiden",Olen -Satakunnan Olli- ja Satakuntalaisten asiat ovat silloin tärkeitä hoitaa hyvin...,suomi ,http://ollihakala.blogspot.fi/,https://www.facebook.com/pages/Olli-Hakala-Satakunnan-Olli-M11-Eduskuntaan-2015/169238789756946?fref=ts,,kyllä ,"Minä, vaimo ja tyttäret",internet ,,toimihenkilö ,Palveluassistentti,ammattitutkinto ,suomi |ruotsi |englanti ,muu kristillinen kirkko tai yhteisö ,ei,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,alle 1 000 euroa ,1-20 % ,yksityiset lahjoitukset ,alle 20 000 euroa ,ei sijoituksia ,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,ohita kysymys,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,ohita kysymys,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,ohita kysymys,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,ohita kysymys,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,Kyllä,Ei,Ei,Kyllä,Kyllä,Kyllä
10 Vaasan vaalipiiri,6047,Hakala,Tapio,Hakala Tapio,Suomen Kommunistinen Puolue,62,M,0,0,0,,84,,,,,,,,,,,,,,liikuntapaikkojen hoitaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Pirkanmaan vaalipiiri,5244,Hakanen,Pertti,Hakanen Pertti,Suomen Keskusta,45,M,0,1,0,Sastamala,22,"Kansalaisten luottamus on palautettava turvallisella arjella. Yrittäjyyttä on edistettävä kannustavammaksi, jotta työllisyys ja vienti saadaan kasvuun. Otetaan lähiyritysten ja -palveluiden sekä maatalouden mittavat resurssit käyttöön. Hyödynnetään kotimaisen maa- ja metsätalouden raaka-aineita laajasti ja parannetaan niiden kilpailukykyä. Nuorten koulutuksen saatavuutta on edistettävä ja keinoja nuorisotyöttömyyden laskemiseksi on aktiivisesti ajettava.",Tulen ajamaan ylimääräisen byrokratian purkua eri hallinnon aloilla.,"Tulen edistämään keinoja velkaantumisen pysäyttämiseksi, jotta tulevaisuuden sukupolvet eivät joudu maksajiksi.","Ajan energiapolitiikkaa, joka tukee kotimaisia ja uusiutuvia energiamuotoja. Lisäksi haluan läpivalaista elintarvikeketjun eri vaiheet.",suomi ,http://www.perttihakanen.fi,http://www.facebook.com/hakanenpertti,http://www.twitter.com/perttihakanen,kyllä ,"Minä, vaimo Seija ja lapset Lotta, Lenni ja Lari",,,yrittäjä ,Maatalousyrittäjä,ammattitutkinto ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,20 000-50 000 euroa ,,,,,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Ei,Ei,Kyllä,Kyllä,Kyllä
07 Pirkanmaan vaalipiiri,6003,Hakanen,Teuvo,Hakanen Teuvo,Suomen Keskusta,51,M,0,0,0,Ylöjärvi,23,Yrittämisen rajoitteita ja sääntelyä muutettava. Uusien työpaikkojen luominen. Kotimaisen uusiutuvan energian lisä käyttö. Julkinen sektori muutettava yrittämisen ja työn teon kannustajaksi.,Pyrin edesauttamaan yrityksiä menestymään ja työllistämään yhä isomman joukon ihmisiä.,"Kuorma-auton kuljettajana pyrin vaikuttamaan työaikalain järkeistämiseen, sekä euro-vinjet teiveron aloittamiseen tiestömme parhaaksi.",Stoppi nuorten syrjäytymiselle henkilökohtaisesti räätälöidyllä opastuksella.,suomi ,http://teuvohakanen.fi,https://www.facebook.com/groups/642836182510925/,,kyllä ,Vaimo Anne  Lapset Jani -82 ja Jonna -84  4 ihanaa lastenlasta,penkkiurheilu ,yksityinen ,yrittäjä ,Monialayrittäjä/ rahtari,ammattitutkinto ,suomi ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,10 000-20 000 euroa ,1-20 % ,yritysten tuki ,20 000-30 000 euroa ,ei sijoituksia ,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Ei,Ei,Kyllä,Kyllä,Kyllä
01 Helsingin vaalipiiri,4320,Hakanen,Yrjö,Hakanen Yrjö,Suomen Kommunistinen Puolue,62,M,0,0,0,Helsinki,115,"Työllisyys.   Perusturva ja oikeudenmukaisempi tulonjako.  Kyllä rauhanpolitiikka, ei Nato-jäsenyydelle.  Ekologinen rakennemuutos taloudessa.  EU-kurisopimusten hylkääminen, toisenlainen Eurooppa.  Demokratian laajentaminen, osallistuva demokratia.","Pidän jatkuvasti yhteyttä äänestäjiin ja käytän palkastani kansalaistoiminnan tukemiseen sen osan, joka ylittää suomalaisten keskipalkan.","Teen aloitteen työllisyysohjelmaksi, jolla luodaan työpaikkoja, jaetaan työtä lyhentämällä työaikaa ja vahvistetaan ostovoimaa.",Esitän perusturvan nostamista aseteittain 1 200 euroon kuukaudessa sitä tarvitseville ja 1 800 euron minimipalkasta.,suomi ,http://www.yrjohakanen.fi,https://www.facebook.com/#!/pages/Yrj%C3%B6-Hakanen/141862225868249?fref=ts,https://twitter.com/YrjoHakanen,kyllä ,Vaimo ja kaksi aikuista lasta.,,,joku muu,"Toimitsija, toimittaja",korkeakoulututkinto ,suomi |ruotsi |englanti ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto ,1 000-5 000 euroa ,0 %,ei ulkopuolista vaalirahoitusta,20 000-30 000 euroa ,ei sijoituksia ,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,ohita kysymys,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,ohita kysymys,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,Tyhjä,Ei,Ei,Ei,Ei,Ei
12 Oulun vaalipiiri,5592,Hakkarainen,Janne,Hakkarainen Janne,Vihreä liitto,27,M,0,0,0,Oulu,12,"Kannatan kannustinloukkujen purkamista ja asteittaista siirtymistä kohti perustuloa, jotta työn tekeminen olisi aina taloudellisesti kannattavaa ja jotta kaikilla olisi tarpeen vaatiessa yksinkertainen ja ymmärrettävä perusturva nykyisen sosiaaliturvaviidakon sijaan.    Haluan myös edistää suvaitsevaista ja arvoliberaalia asenneilmapiiriä: jokainen eläköön niin kuin haluaa, kunhan ei loukkaa toisen oikeutta tehdä samoin.    Kaikilla täytyy olla mahdollisuus laadukkaaseen koulutukseen heidän vanhempiensa taustoista ja tuloista riippumatta. Meillä ei ole varaa hukata kenenkään lahjakkuutta.","Lupaan parhaani mukaan yrittää purkaa kannustinloukkuja, edistää yhdenvertaisuutta ja turvata laadukkaan koulutuksen.",,,suomi ,http://www.jannehakkarainen.fi,http://www.facebook.com/hakkarainen.janne,http://www.twitter.com/jannehak,ei,,kirjallisuus ja elokuvat ,ei työelämässä,opiskelija ,"aineenopettajaopiskelija, humanististen tieteiden kandidaatti",korkeakoulututkinto ,suomi |ruotsi |englanti |saksa ,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,5 000-10 000 euroa ,81-100%,yksityiset lahjoitukset ,alle 20 000 euroa ,ei sijoituksia ,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,Kyllä,Ei,Ei,Ei,Kyllä,Kyllä
11 Keski-Suomen vaalipiiri,5301,Hakkarainen,Teuvo,Hakkarainen Teuvo,Perussuomalaiset,54,M,1,1,0,Viitasaari,61,Maaseudun tiestön kuntoa ja mm. Äänekosken sellutehdashanketta. Suomi ensin ja maailmanparannus vasta sen jälkeen.,Pakkoruotsi vapaaehtoiseksi.,Turvapaikkaturismista on tehtävä loppu.,Suomalaisen työn ja yrittämisen puolesta.,suomi ,http://www.teuvohakkarainen.fi,https://www.facebook.com/teuvo.hakkarainen.3,,kyllä ,Aikuinen tytär ja koira Ärrimurri.,liikunta ,julkinen ,,kansanedustaja,,,ei kuulu kirkkoon tai muuhun uskonnolliseen yhteisöön,kyllä ,kunnan- tai kaupunginvaltuusto |kansanedustaja ,,,,70 000-100 000 euroa ,,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,ohita kysymys,3 - jokseenkin eri mieltä,ohita kysymys,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,ohita kysymys,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,ohita kysymys,ohita kysymys,2 - jokseenkin samaa mieltä,ohita kysymys,ohita kysymys,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,ohita kysymys,Kyllä,Kyllä,Tyhjä,Kyllä,Tyhjä,Kyllä
01 Helsingin vaalipiiri,4346,Hakola,Juha,Hakola Juha,Kansallinen Kokoomus,47,M,0,0,0,Helsinki,46,"Olen aina ollut hyvinvoinnin puolestapuhuja. Hyvinvointi perustuu turvallisuuteen, työhön sekä yksilön toimintakyvyn ja terveyden edistämiseen. Minun erityinen osaamisalueeni on turvallisuus, niin sisäinen kuin ulkoinenkin.   Turvallisuus on Sinun, minun ja koko yhteiskunnan  hyvinvoinnin perusta. Tähän annan osaamiseni ja asiantuntemukseni.","Teen työtä turvallisen huomisen puolesta! Suomen pitää olla hyvä maa elää, tehdä työtä ja yrittää myös lapsillemme ja jälkipolville.",Teen työtä perheiden paremman arjen hyväksi. Vanhempien vastuuta lapsistaan ja lapsien vastuuta vanhemmistaan on vahvistettava.,Pyrin lisäämään työn arvostusta parantamalla työturvallisuutta. Työpaikkojen henkilöstörakenteen on oltava kestävä ja oikeudenmukainen.,suomi ,http://www.juhahakola.fi,https://www.facebook.com/hakolanjuha,https://twitter.com/JuhaHakola,kyllä ,vaimo ja kaksi kouluikäistä lasta (7 ja 9 vuotiaat tytöt).,liikunta ,julkinen ,asiantuntijatehtävä ,"Helsingin poliisin ylikomisario, viestintäjohtaja ja kaupunginvaltuutettu",korkeakoulututkinto ,suomi |ruotsi |englanti ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,20 000-50 000 euroa ,51-80 % ,yritysten tuki ,yli 100 000 euroa,0-10 000 euroa ,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,Kyllä,Kyllä,Kyllä,Ei,Ei,Ei
07 Pirkanmaan vaalipiiri,4214,Hakola,Marika,Hakola Marika,Suomen Kristillisdemokraatit (KD),36,F,0,0,0,Virrat,5,"Haluan toimia erityisesti maaseudun, perheiden ja työllisyyden puolesta. Haluan, että maaseudulla on tulevaisuudessakin mahdollisuus asua, elää, tehdä töitä ja viljellä maata. Perheistä tulee pitää hyvää huolta. Yrittäjyyttä tukea, jotta saamme työpaikkoja lisää.",Toimin maaseudun ja maatalouden parhaaksi,Olen tukemassa perheiden ja kasvattajien hyvinvointia,Yrittäjyyteen mielekkyyttä ja työllistävää vaikutusta,suomi ,http://hakolamarika.wordpress.com,http://www.facebook.com/pages/Marika-Hakola/650442895073992,https://twitter.com/MarikaHakola,ei,Aviomieheni Janne. Olemme olleet naimisissa vuodesta 2000.,,,työntekijä ,Lapsityönohjaaja,ammattitutkinto ,suomi ,muu kristillinen kirkko tai yhteisö ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä ,1 000-5 000 euroa ,51-80 % ,puolueen tuki ,20 000-30 000 euroa ,ei sijoituksia ,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,Kyllä,Ei,Ei,Kyllä,Ei,Kyllä
10 Vaasan vaalipiiri,5780,Hakola,Taija,Hakola Taija,Kansallinen Kokoomus,67,F,0,0,0,,93,Suomeen on saatava lisää elinkeinoelämän työpaikkoja. Tuloverotuksen kiristyminenei saa jatkua. Nuorten syrjäytymisen estäminen.,Vaikutukset Ihmisten arkielämään on pidettävä päätöksenteossa läpi linjan,,,suomi ,,https://www.facebook.com/HakolaTaija,,kyllä ,Asun yksin. Perhekuntaani kuuluvat kolme aikuista muualla asuvaa lasta perheineen.,musiikki ,ei työelämässä,eläkeläinen ,kotitalousteknikko,ylioppilas ,suomi ,evankelis-luterilainen kirkko ,kyllä ,toiminta puolueen paikallistasolla tai muissa puolueen luottamustehtävissä |kunnan- tai kaupunginvaltuusto |kuntayhtymä tai maakuntahallinto ,5 000-10 000 euroa ,81-100%,yksityiset lahjoitukset ,20 000-30 000 euroa ,ei sijoituksia ,2 - jokseenkin samaa mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,4 - täysin eri mieltä,4 - täysin eri mieltä,1 - täysin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,1 - täysin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,2 - jokseenkin samaa mieltä,3 - jokseenkin eri mieltä,3 - jokseenkin eri mieltä,4 - täysin eri mieltä,3 - jokseenkin eri mieltä,Kyllä,Kyllä,Kyllä,Ei,Ei,Ei
